"Plot";"Plot_abb";"Dendro_ID";"Dendro_active";"Position";"Tree_species";"Group";"Exposition";"Dbh";"Height";"Social_class";"Crown_width";"Year_CE";"Begin";"End";"Period";"Growth";"Product";"Const"
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;117;263,666666666667;146,666666666667;6,33599999680001;0,0431999999781819;2,32526057854482
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;116;263,65625;147,65625;5,566;0,0376956613756614;0,716952949962659
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;1997;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;116;282,427083333333;166,427083333333;3,44329999968;0,0206895412135745;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;116;237,40625;121,40625;2,5512;0,0210137451737452;2,26341463414634
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;116;216,020833333333;100,020833333333;2,19;0,0218954384503229;2,064790228359
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;197;215,6875;18,6875;0,0962;0,00514782608695652;1,64210485894848
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;0;0;0;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;111;255,375;144,375;5,776;0,0400069264069264;1,28427888161278
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;114;235,28125;121,28125;2,6664;0,0219852615305334;1,72719645991679
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1998;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;1998;131;209,260416666667;78,2604166666667;0,679999996800009;0,00868893913121268;2,7183313073013
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;120;241,447916666667;121,447916666667;4,2156499984;0,0347115876015439;2,74374599922219
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;125;241,46875;116,46875;3,73327;0,032053834182989;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;125;298,927083333333;173,927083333333;5,037;0,0289604120500689;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;128;273,625;145,625;1,3968;0,00959175965665236;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;0;0;0;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;108;269,145833333333;161,145833333333;6,761;0,0419557853910795;0,870090634441088
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;117;273,197916666667;156,197916666667;5,08365299680001;0,0325462279221608;1,28
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;1999;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;1999;115;225,947916666667;110,947916666667;1,18299999680001;0,0106626607541828;0,469024879265033
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;119;249,291666666667;130,291666666667;3,14769999680001;0,0241588742958747;2,63587374903766
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;119;249,364583333333;130,364583333333;3,41814;0,026219851378346;2,15313225058005
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;119;251,416666666667;132,416666666667;4,14299999360002;0,0312876022172437;2,96252800470124
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;123;251,427083333333;128,427083333333;1,4999;0,0116790007299862;0,569886670264436
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;0;0;0;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;113;265,34375;152,34375;7,31359657;0,0480071979979487;1,91450375816812
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;112;265,260416666667;153,260416666667;6,66586782936;0,0434937342226983;1,92001228796295
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;132;260,4375;128,4375;5,3259;0,0414668613138686;0,810666666666706
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;132;248,177083333333;116,177083333333;3,617;0,0311335066798171;2,13333333333333
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy9";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl1";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl2";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"AbAl3";"Y";"dbh";"Abies_alba";"Mixed_stand";"W";NA;NA;NA;NA;2000;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"QuPe";"Y";"dbh";"Quercus_petraea";"Mixed_stand";"W";NA;NA;NA;NA;2000;115;192,354166666667;77,3541666666667;0,880999999360002;0,0113891731670563;1,56250003999989
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb1";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;135;261,333333333333;126,333333333333;2,95549999936;0,0233944590978364;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb2";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;134;261,364583333333;127,364583333333;2,70909999968;0,0212704342822671;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;134;261,40625;127,40625;3,588;0,0281618837380427;0
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_CD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;126;252,364583333333;126,364583333333;1,296;0,0102560382491138;2,29874572405929
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb3_BD";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;0;0;0;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb4";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb5";"N";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb6";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb7";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb8";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"PcAb9";"Y";"dbh";"Picea_abies";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;123;250,385416666667;127,385416666667;4,93269999680001;0,0387226428729087;2,63529411764673
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_50cm";"Y";"LB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_LB_200cm";"Y";"LB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_75cm";"Y";"SB_inner_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy1_SB_300cm";"Y";"SB_outer_crown";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy2";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;118;250,375;132,375;4,9854;0,0376611898016997;2,6301369863014
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy3";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy4";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy5";"N";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy6";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy7";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
"Guenterstal_[450m_a.s.l.]";"GUE";"FaSy8";"Y";"dbh";"Fagus_sylvatica";"Mixed_stand";"W";NA;NA;NA;NA;2001;NA;NA;NA;NA;NA;NA
